region,id,campaign,contract_type,payway,paid_flg,arrears_at,pref,career,sex,arrears_count,domain,amount,age,selling_method,entry_age,customer_rank,identified_doc,bill_updage_count
T,259991086,a,1,4,0,99,13,12,1,0,0,922,23,1,23,30,1,0
Q,254809293,L,1,2,0,99,**,12,2,0,500,1,69,1,69,30,1,0
K,605972076,L,1,2,0,99,27,#,1,0,0,1350,50,1,35,100,1,0
N,957963388,L,1,4,0,99,34,11,2,0,0,100,31,1,26,140,1,1
K,601255639,L,1,3,0,99,27,#,2,0,0,88,49,1,30,60,8,1
C,507799166,L,1,3,0,99,22,#,2,0,0,7128,55,1,15,100,1,0
K,613947177,a,1,2,0,3,12,#,2,2,0,120,47,1,30,10,1,0
,959102647,,,,0,,,,,,,400,,,,,,
D,241484951,a,1,4,0,99,1,12,1,0,0,1200,24,1,21,10,1,0
H,201045684,a,1,4,0,99,7,#,2,0,0,2646,55,1,35,100,1,0
T,964149745,L,1,4,0,99,13,11,2,0,0,324,49,1,42,100,10,0
T,994826501,L,1,3,0,99,11,11,1,0,500,1007,36,1,35,0,1,1
H,252011765,L,1,4,0,99,**,12,1,0,500,1296,70,1,70,40,1,1
K,245119323,L,1,2,0,99,**,#,2,0,500,6217,54,1,54,40,8,1
T,245625616,L,1,2,0,99,13,#,2,0,500,324,63,1,63,100,1,0
T,997267504,L,1,4,0,99,12,11,2,0,0,400,32,1,29,90,1,0
,993882225,,,,1,,,,,,,480,,,,,,
T,986644097,a,1,2,1,5,19,16,2,6,0,960,19,1,42,0,1,0
Q,961009624,a,1,2,0,99,46,12,2,0,0,6687,22,1,16,50,17,1
T,251270122,L,1,4,0,99,12,12,1,0,0,540,68,1,67,50,28,1
C,253500322,a,1,4,0,99,23,#,2,0,0,1360,41,1,41,30,1,1
K,253309115,L,1,2,0,6,27,12,2,2,500,980,48,1,47,20,28,0
,243678961,,,,0,,,,,,,960,,,,,,
N,801061178,L,1,2,0,99,34,#,2,0,0,100,46,1,28,90,99,0
H,200726750,L,1,2,0,99,15,#,1,0,0,240,45,1,26,130,1,0
T,318651523,L,1,2,0,10,14,12,1,3,0,960,40,1,32,3,1,0
T,249246334,L,1,4,0,99,**,11,2,0,0,2018,47,1,47,80,1,1
N,944940657,L,1,2,0,99,**,#,1,0,0,360,21,1,15,50,6,2
S,952801032,L,1,2,0,99,38,#,1,0,0,980,65,1,57,50,1,0
T,957956423,L,1,2,0,99,**,#,2,0,0,2660,19,1,55,70,1,1
R,966532330,L,1,2,0,99,**,12,2,0,0,130,23,1,19,90,1,0
T,980320059,L,1,4,0,99,11,11,2,0,0,302,33,1,28,100,10,0
T,248129923,L,1,4,0,99,23,11,1,0,0,9800,26,1,26,70,1,0
C,946773043,a,1,2,0,10,**,#,1,3,0,8570,27,1,18,0,1,0
T,316550264,L,1,4,0,99,13,#,1,0,0,226,46,1,29,100,99,1
R,703014091,L,1,2,0,99,18,#,2,0,0,960,44,1,28,150,1,0
C,240290252,L,1,4,0,99,21,#,2,0,0,8000,15,1,49,20,1,0
H,200854723,L,1,4,0,99,5,#,2,0,0,216,44,1,26,100,1,0
,248652258,,,,0,,,,,,,4030,,,,,,
T,941595606,L,1,4,0,99,**,11,2,0,0,10476,27,1,20,100,1,1
,259914824,,,,0,,,,,,,530,,,,,,
D,251667700,L,1,4,0,99,1,11,2,0,0,4710,26,1,25,80,1,0
T,256989651,L,1,2,0,99,**,12,1,0,500,1,73,1,73,30,1,0
T,952064118,a,1,2,0,99,**,12,1,0,0,648,69,1,61,100,1,0
T,314515110,L,1,2,0,99,14,#,1,0,0,2999,41,1,21,60,1,1
K,242238686,a,1,4,0,99,28,12,2,0,0,401,22,1,17,70,8,1
T,314295607,L,1,4,0,99,13,#,1,0,0,324,35,1,43,100,8,0
T,316875849,L,1,4,0,99,13,#,2,0,0,1920,45,1,30,110,1,1
K,614585723,L,1,4,0,99,27,#,2,0,0,2160,35,1,20,100,8,0
Q,905869042,L,1,2,0,8,42,#,1,1,0,500,45,1,34,40,1,1
K,246823077,#,1,3,0,4,**,#,1,1,500,1007,21,#,20,0,1,1
H,978705891,L,1,2,0,99,**,12,2,0,0,380,22,1,44,60,1,0
,983358447,,,,0,,,,,,,1200,,,,,,
C,514058889,L,1,4,0,99,23,#,1,0,0,960,47,1,30,110,1,1
C,509333336,L,1,2,0,99,23,#,1,0,0,2414,22,1,14,50,17,1
K,987781966,L,1,4,0,99,**,12,2,0,0,324,49,1,48,90,1,0
C,245680029,a,1,2,0,99,**,#,2,0,0,2339,23,1,61,100,1,0
S,980218574,L,1,4,0,99,14,11,1,0,500,240,49,1,46,100,1,0
C,500685558,a,1,2,0,99,**,#,2,0,0,480,47,1,24,50,1,0
T,325643288,L,1,2,0,99,12,#,1,0,0,1186,35,1,22,60,1,0
K,606385689,a,1,4,0,99,**,#,2,0,0,1080,27,1,15,120,1,0
,996809493,,,,1,,,,,,,2470,,,,,,
T,249272192,L,1,4,0,99,**,#,2,0,500,360,8,1,37,2,1,0
C,506621347,a,1,4,0,99,23,#,1,0,0,2149,47,1,30,90,1,1
H,963589298,L,1,2,0,99,4,#,1,0,0,360,41,1,37,100,1,0
,247816962,,,,0,,,,,,,250,,,,,,
C,516040963,L,1,90,0,99,22,#,1,0,0,648,21,1,36,100,1,0
T,256897021,9,1,2,0,99,11,#,1,0,500,1080,27,#,27,30,1,1
R,985011039,L,1,4,0,99,**,#,2,0,0,1580,16,1,43,20,1,0
T,313038170,L,1,2,0,3,22,#,1,5,0,1000,44,1,22,100,1,0
N,800236930,L,1,2,0,99,34,#,1,0,0,302,61,1,41,50,99,0
K,240539052,L,1,2,0,99,27,#,2,0,0,240,55,1,55,50,1,0
D,240530564,L,1,2,0,4,**,11,2,8,0,2000,9,1,35,2,1,0
T,990731628,L,1,2,0,99,11,12,2,0,0,370,25,1,24,50,1,1
K,985085067,a,1,4,0,99,28,#,1,0,0,14510,20,1,45,20,1,0
R,982913176,a,1,4,0,99,17,12,1,0,0,799,35,1,31,110,1,0
D,983516637,a,1,3,1,10,**,12,2,3,0,1700,17,1,13,3,8,1
T,241969948,L,1,3,0,99,**,#,2,0,500,648,63,1,62,50,1,1
T,951552623,a,1,4,0,99,**,11,1,0,0,648,27,1,19,90,1,0
T,973230118,L,1,4,0,99,**,#,1,0,0,480,19,1,41,20,1,1
,250162125,,,,0,,,,,,,370,,,,,,
T,317011064,a,1,4,0,99,**,#,2,0,0,1007,58,1,43,110,1,1
T,248594087,L,1,2,0,3,**,#,2,5,500,240,13,1,41,1,1,0
,250785584,,,,0,,,,,,,120,,,,,,
C,990008349,L,1,4,0,99,23,11,2,0,0,500,50,1,46,90,1,1
K,253693975,a,1,4,0,99,**,#,2,0,0,1,53,1,53,30,1,0
,614602149,,,,0,,,,,,,22800,,,,,,
D,103745307,a,1,2,0,99,1,#,2,0,0,1935,27,1,13,60,1,1
C,515887627,L,1,2,0,99,23,#,2,0,0,324,32,1,22,100,1,0
T,982740768,L,1,3,0,99,**,12,2,0,0,100,43,1,41,3,1,1
Q,244021378,L,1,3,0,99,47,#,2,0,500,130,15,1,41,20,1,0
D,985981503,L,1,2,1,10,**,12,1,3,0,100,22,1,20,0,1,0
,982162710,,,,0,,,,,,,960,,,,,,
K,252708305,9,1,2,0,99,**,#,1,0,500,1,47,#,47,20,1,0
T,244680557,L,1,4,0,99,**,12,1,0,0,2500,54,1,54,60,26,0
T,993744078,L,1,4,0,99,12,#,1,0,500,2149,61,1,60,50,1,0
T,946309342,L,1,2,0,6,13,12,2,3,0,130,28,1,22,50,17,0
Q,998076544,L,1,2,0,99,46,#,2,0,500,1007,2,1,30,2,1,1
K,606373935,L,1,2,0,99,27,#,2,0,0,684,28,1,46,90,1,1
T,306090229,L,1,4,0,99,13,#,2,0,0,432,35,1,24,100,99,0
N,942382762,L,1,4,0,99,31,#,2,0,0,1728,22,1,41,100,1,0
K,603981693,L,1,2,0,99,27,#,2,0,0,240,55,1,37,70,1,0
T,994443381,R,1,2,0,99,12,#,1,0,500,840,62,1,59,40,1,0
K,985106179,L,1,4,0,7,27,12,2,2,0,3640,27,1,25,0,6,1
,603898109,,,,0,,,,,,,14110,,,,,,
S,991986553,L,1,4,0,99,36,12,2,0,0,1,19,1,49,80,1,0
T,246614556,L,1,4,0,99,**,16,1,0,0,324,47,1,45,100,1,0
T,976998498,L,1,2,1,4,14,#,1,8,0,324,37,1,34,100,1,0
,241834520,,,,0,,,,,,,9960,,,,,,
D,961596835,L,1,2,0,99,**,11,2,0,0,1500,61,1,57,50,1,1
T,977715032,L,1,2,0,99,1,12,2,0,0,900,40,1,37,50,1,1
T,307221995,L,1,2,0,99,14,11,1,0,0,7080,47,1,37,70,99,0
T,975563601,L,1,2,1,6,13,#,2,7,0,-2520,48,1,46,10,1,0
T,946175779,L,1,4,0,99,27,12,2,0,0,360,49,1,44,100,1,0
H,204883036,L,1,4,0,99,3,#,1,0,0,324,34,1,25,100,1,0
T,254328833,L,1,2,0,99,10,#,1,0,500,1023,27,1,26,50,1,1
N,800382137,L,1,2,1,3,35,#,1,10,0,4565,43,1,23,5,99,1
T,252783749,9,1,4,0,99,**,#,1,0,500,360,50,#,50,100,1,0
T,993013218,L,1,4,0,99,13,16,2,0,500,540,46,1,45,100,1,0
K,957687326,L,1,4,0,99,**,11,1,0,0,1007,23,1,18,100,1,1
K,951762779,L,1,3,0,99,26,12,1,0,0,1360,26,1,19,80,1,0
K,995221694,L,1,4,0,99,27,11,2,0,500,980,27,1,27,60,28,0
Q,246307975,L,1,3,0,3,**,#,1,4,500,960,24,1,24,5,1,1
T,328671998,L,1,4,0,99,28,#,2,0,0,26800,41,1,34,90,1,1
K,606005532,L,1,2,0,99,**,#,2,0,0,5537,30,1,15,70,1,1
K,244337402,L,1,2,0,99,**,11,2,0,0,4212,53,1,53,50,1,1
,985338359,,,,0,,,,,,,6000,,,,,,
C,971144233,L,1,4,0,99,23,12,2,0,0,1000,28,1,24,110,1,1
T,256163130,a,1,2,0,4,**,11,1,1,0,1620,46,1,46,10,1,1
T,961022953,L,1,2,0,99,14,11,1,0,0,648,29,1,24,100,1,0
K,258576192,L,1,2,0,99,**,11,2,0,500,7220,46,1,45,30,1,0
T,953108626,a,1,2,0,99,**,#,1,0,0,360,20,1,42,20,1,1
C,941430778,L,1,2,0,4,**,#,1,2,0,300,30,1,23,10,1,0
T,970627575,L,1,4,0,99,8,11,2,0,0,10811,31,1,27,90,1,1
T,948298792,L,1,2,1,5,13,#,1,8,0,600,39,1,33,100,8,0
T,950240061,L,1,4,0,99,23,11,2,0,0,3100,31,1,25,90,1,1
,509273175,,,,0,,,,,,,1090,,,,,,
T,985908560,L,1,4,0,99,12,12,2,0,0,1440,20,1,18,80,8,0
T,946970212,L,1,3,0,99,13,#,2,0,0,324,30,1,24,40,17,0
K,983720506,L,1,2,0,99,27,#,1,0,0,12000,17,1,41,20,1,0
D,255867888,a,1,4,0,99,**,#,2,0,0,480,43,1,41,30,1,0
K,959100901,a,1,3,1,10,**,#,2,3,0,960,28,1,21,0,1,0
T,952742123,L,1,4,0,99,13,12,1,0,0,324,29,1,23,100,17,0
K,244529239,L,1,2,0,99,28,#,1,0,0,1044,41,1,40,50,1,1
T,993684320,L,1,2,0,99,13,#,2,0,500,16869,53,1,51,30,21,1
S,403259486,L,1,2,0,99,37,#,2,0,0,324,54,1,37,100,1,0
T,248180404,L,1,2,1,99,11,#,2,0,0,2440,33,1,33,20,8,1
,257002862,,,,0,,,,,,,480,,,,,,
K,613299683,L,1,2,0,99,28,#,1,0,0,480,33,1,16,80,99,0
K,606972595,L,1,2,0,12,28,12,1,1,0,324,35,1,26,100,1,0
T,980706537,a,1,2,0,4,**,11,1,1,0,4530,32,1,28,0,1,0
T,316989825,a,1,2,0,99,13,#,1,0,0,4390,24,1,42,50,1,0
C,515096085,L,1,2,0,99,23,#,1,0,0,18380,49,1,34,100,1,1
T,253850145,L,1,4,0,99,13,#,1,0,0,400,30,1,30,60,1,0
K,946752261,L,1,4,0,99,28,11,1,0,0,972,43,1,37,100,1,0
T,258053430,L,1,2,0,99,13,#,1,0,500,3282,56,1,56,5,8,1
,249849593,,,,0,,,,,,,240,,,,,,
C,508708677,L,1,2,0,99,**,#,1,0,0,5388,37,1,28,70,1,0
K,248719133,L,1,4,0,99,**,#,2,0,500,960,70,1,70,50,1,0
N,254144330,9,1,4,0,99,35,#,2,0,500,1080,53,#,53,30,1,1
K,947517639,L,1,2,1,10,28,#,1,3,0,324,39,1,32,100,1,0
D,966733900,L,1,2,0,99,1,#,1,0,0,360,49,1,43,50,1,0
T,981968864,#,2,1,1,99,13,#,1,0,0,670,999,#,999,100,99,0
K,243492208,L,1,3,0,99,**,#,1,0,500,480,47,1,45,50,1,0
H,971234485,L,1,2,0,99,**,11,1,0,0,3400,23,1,20,50,17,0
T,328079370,L,2,2,0,99,13,#,#,0,0,1512,0,1,999,100,1,0
T,952197059,L,1,2,0,9,42,#,1,1,0,23258,50,1,45,40,1,1
,328599521,,,,0,,,,,,,530,,,,,,
Q,952752351,a,1,2,0,99,40,12,2,0,0,1999,41,1,33,70,1,1
T,303385008,L,1,4,0,99,14,#,2,0,0,400,56,1,35,110,1,0
K,603065024,a,1,2,0,3,27,#,1,6,0,960,53,1,31,0,1,0
,615336676,,,,0,,,,,,,6780,,,,,,
,951027578,,,,1,,,,,,,3930,,,,,,
Q,258739725,a,1,4,0,99,**,12,1,0,0,3420,51,1,51,30,1,0
,203316682,,,,0,,,,,,,130,,,,,,
C,508258565,L,1,4,0,99,23,#,2,0,0,1090,26,1,15,80,8,0
T,340703632,L,1,2,0,3,37,11,1,8,0,2980,56,1,48,10,1,0
,972209460,,,,0,,,,,,,3910,,,,,,
S,243059134,#,1,2,0,99,39,#,1,0,500,6170,31,#,31,40,1,0
K,607424741,a,1,2,0,99,27,#,1,0,0,2149,37,1,27,60,20,1
C,507057320,L,1,4,0,99,23,#,2,0,0,1,73,1,60,50,1,0
C,504666823,L,1,4,0,99,22,#,1,0,0,6900,51,1,29,100,99,0
C,242998492,L,1,2,1,3,23,#,1,3,0,2160,15,1,15,0,8,1
C,995208053,L,1,2,0,10,21,#,2,3,0,648,47,1,46,100,1,0
,940116232,,,,0,,,,,,,1910,,,,,,
Q,951284114,L,1,3,0,3,42,12,1,10,0,1000,30,1,22,1,21,1
,607421445,,,,0,,,,,,,1440,,,,,,
,952496223,,,,0,,,,,,,1110,,,,,,
C,982825816,L,1,2,0,99,22,#,1,0,0,1620,17,1,44,100,10,0
T,241811000,L,1,2,0,12,**,#,1,1,0,7640,17,1,48,20,1,0
,987353235,,,,0,,,,,,,480,,,,,,
N,801002777,L,1,4,0,99,14,#,2,0,0,302,42,1,22,100,99,0
K,258242770,L,1,2,0,99,**,#,2,0,500,1620,73,1,73,5,1,0
K,242249393,L,1,4,0,99,27,#,1,0,500,1460,4,1,44,2,1,0
T,946809860,L,1,4,0,99,13,12,2,0,0,324,23,1,47,100,1,0
C,971942608,L,1,4,0,99,22,#,2,0,0,324,18,1,44,100,1,0
T,950796799,L,1,2,0,6,27,11,1,2,0,574,34,1,26,100,1,0
T,964782517,L,1,2,0,99,13,12,1,0,0,980,23,1,19,80,8,0
Q,978479034,L,1,2,0,99,40,12,2,0,0,6455,43,1,40,50,1,1
C,995559778,a,1,3,0,99,**,12,2,0,0,1320,51,1,48,70,1,0
H,988724136,L,1,4,0,99,4,11,1,0,0,5182,24,1,49,60,1,0
D,997128983,a,1,4,0,6,1,11,2,1,0,9240,23,1,20,30,1,1
C,515340073,L,1,4,0,99,23,#,2,0,0,159,31,1,19,100,11,1
,246902757,,,,0,,,,,,,980,,,,,,
S,944438125,L,1,3,0,99,36,#,1,0,0,7400,22,1,16,70,1,1
T,255207497,L,1,4,0,99,11,#,2,0,0,216,29,1,29,80,1,0
C,944989017,L,1,2,1,9,23,#,1,4,0,864,30,1,23,3,1,0
C,988360876,L,1,4,0,99,23,12,1,0,0,30000,55,1,53,90,1,1
,963443728,,,,0,,,,,,,130,,,,,,
T,968313092,L,1,2,0,8,11,11,2,5,0,240,23,1,20,10,1,1
T,304955243,L,1,2,0,6,13,#,1,2,0,1210,33,1,20,30,8,1
T,250896038,L,1,4,0,99,15,12,2,0,0,1967,35,1,34,70,8,1
,972250363,,,,0,,,,,,,250,,,,,,
K,607461278,L,1,4,0,99,12,#,1,0,0,3600,31,1,23,120,1,0
T,260029875,L,1,4,0,99,**,12,1,0,500,1023,79,1,78,30,1,0
S,248997299,a,1,4,0,99,28,#,2,0,0,1512,32,1,32,80,1,1
C,507083111,a,1,2,0,99,23,#,1,0,0,5250,44,1,28,70,1,1
T,943119401,L,1,4,0,99,14,#,2,0,0,5100,33,1,24,100,1,0
C,506682066,L,1,4,0,99,24,#,1,0,0,972,59,1,44,50,1,0
T,952504543,L,1,2,0,99,27,12,1,0,0,1620,28,1,20,50,17,1
D,257817903,L,1,4,0,99,1,#,2,0,500,1,13,1,46,5,1,0
T,963081662,L,1,2,0,99,**,12,1,0,0,1000,28,1,24,100,1,0
N,946207275,L,1,4,0,99,**,12,2,0,0,130,47,0,41,100,1,0
T,967411903,a,1,4,0,99,22,#,1,0,0,1000,56,1,50,90,99,0
Q,987053764,L,1,2,1,99,43,12,2,0,0,2600,27,1,25,20,1,1
C,245844457,L,1,4,0,99,24,12,2,0,0,324,38,1,37,80,1,1
T,942256211,L,1,2,0,99,**,11,1,0,0,240,59,1,52,60,1,0
K,987115481,L,1,4,0,99,**,12,1,0,500,1296,48,1,46,100,1,1
T,316815206,a,1,4,0,99,14,#,2,0,0,540,51,1,36,60,20,1
T,253686313,a,1,2,0,99,10,12,1,0,0,1,65,1,65,30,1,0
D,943848024,L,1,2,1,10,1,#,2,3,0,632,34,1,26,0,20,0
K,988218142,L,1,2,0,99,**,16,1,0,500,1844,51,1,47,70,1,1
T,253833503,9,1,4,0,99,14,#,1,0,500,1,21,#,21,30,1,0
T,990137076,L,1,2,0,99,27,12,2,0,0,324,21,1,20,100,6,0
K,614899371,a,1,4,0,99,27,#,1,0,0,17540,34,1,20,50,8,1
,240523763,,,,0,,,,,,,120,,,,,,
C,966865211,L,1,2,0,11,21,#,2,1,0,4879,26,1,20,30,17,1
N,244525722,L,1,4,0,99,32,11,2,0,0,1007,32,1,31,90,1,1
,250661602,,,,0,,,,,,,130,,,,,,
H,981873693,L,1,4,0,99,4,11,2,0,0,331,49,1,45,80,1,0
T,247202272,L,1,4,0,99,**,#,1,0,500,324,58,1,56,80,1,1
,992609353,,,,1,,,,,,,600,,,,,,
K,973654586,a,1,2,0,99,27,#,1,0,0,2160,20,1,38,0,1,0
C,992701121,L,1,4,0,99,23,12,1,0,0,190,24,1,23,90,1,0
T,987292881,L,1,4,0,99,14,12,1,0,0,40,21,1,20,90,1,1
D,967349179,L,1,2,0,99,1,12,1,0,0,324,39,1,36,90,1,0
T,307822088,L,1,2,0,7,34,#,2,1,0,2871,37,1,27,30,1,1
C,514799450,L,1,2,0,99,23,#,2,0,0,540,38,1,22,100,1,0
T,953783384,L,1,4,0,99,12,#,2,0,0,324,18,1,45,100,1,0
K,245593337,L,1,4,0,99,25,11,2,0,0,540,14,1,46,100,12,0
C,987455268,L,1,4,1,3,23,12,2,6,0,4998,25,1,24,0,6,1
Q,905427850,L,1,2,0,7,45,#,2,1,0,3787,35,1,21,40,99,1
,240894506,,,,0,,,,,,,480,,,,,,
T,303883176,L,1,2,0,99,13,#,2,0,0,240,65,1,49,50,8,0
K,613232504,L,1,2,0,99,27,#,2,0,0,1007,46,1,30,90,1,1
C,254461698,a,1,4,0,99,23,#,1,0,0,240,11,1,47,5,1,0
Q,984638719,L,1,4,0,99,45,11,2,0,0,14,31,1,26,100,1,0
T,944674057,L,1,2,0,4,13,#,2,1,0,13100,29,1,20,10,6,0
D,242226139,L,1,2,0,10,4,#,1,3,0,8000,39,1,36,5,1,0
K,603736320,L,1,4,0,99,40,#,1,0,0,324,34,1,16,100,1,0
T,244735517,R,1,4,0,99,**,#,2,0,0,1520,54,1,54,80,1,1
T,316599002,L,1,2,0,5,14,#,1,1,0,360,37,1,24,30,1,0
,945694973,,,,0,,,,,,,1930,,,,,,
C,516341851,L,1,2,0,8,21,#,2,1,0,1467,47,1,46,40,1,1
T,988687967,L,1,4,0,99,20,11,2,0,0,500,37,1,36,80,1,1
T,240140522,#,1,3,0,11,12,#,1,2,500,999,36,#,35,3,1,1
,607550531,,,,0,,,,,,,1220,,,,,,
T,948682207,a,1,4,0,99,14,11,2,0,0,250,26,1,18,110,17,0
,505368437,,,,0,,,,,,,130,,,,,,
T,953827708,L,1,4,0,99,13,11,1,0,0,2400,23,1,18,0,17,0
T,324853967,L,1,4,0,99,14,#,2,0,0,1007,46,1,29,110,1,1
T,247989678,a,1,2,0,99,13,12,2,0,0,1496,33,1,31,50,1,1
T,978011728,L,1,4,0,99,11,11,1,0,0,1099,33,1,30,90,1,0
N,985964227,L,1,4,0,99,**,12,2,0,0,69,38,1,37,100,1,1
T,985384299,L,1,2,0,99,40,12,2,0,0,324,18,1,44,100,1,0
T,316168111,L,1,2,0,99,13,#,1,0,0,6600,43,1,29,80,1,1
K,252733582,L,1,4,0,99,**,11,2,0,0,2320,38,1,34,90,1,1
C,508153529,L,1,4,0,99,22,#,2,0,0,8400,34,0,23,90,1,0
R,308750045,L,1,2,0,99,17,11,2,0,0,452,38,1,30,90,1,1
T,252606155,L,1,4,0,99,13,12,2,0,0,500,34,1,33,70,1,1
T,313747448,L,1,4,0,99,13,#,2,0,0,1500,44,1,25,130,1,0
T,995906646,L,1,4,0,99,14,12,1,0,0,1500,37,1,36,80,1,1
K,604026979,a,1,2,0,99,**,#,2,0,0,324,37,1,18,100,1,0
T,973576013,U,2,4,0,99,25,12,#,0,0,120,0,1,999,90,1,1
T,240479051,L,1,2,0,99,14,#,1,0,0,1460,15,1,48,20,1,0
K,600367501,L,1,3,0,99,27,#,1,0,0,120,53,1,31,80,1,1
Q,256600625,a,1,4,0,99,43,#,1,0,0,9902,54,1,54,10,1,1
S,403736707,L,1,4,0,99,36,12,1,0,0,1296,28,1,19,100,1,0
C,503204810,a,1,2,0,3,23,#,2,7,0,400,48,1,27,0,1,1
K,607038235,a,1,4,0,99,27,#,1,0,0,540,25,1,15,80,1,2
C,508507822,L,1,2,0,99,**,#,1,0,0,11800,30,1,20,70,1,0
C,255911318,a,1,4,0,99,**,#,2,0,0,540,27,1,27,70,1,1
,248173068,,,,0,,,,,,,9560,,,,,,
T,993695746,L,1,2,0,99,10,12,2,0,500,960,30,1,29,50,1,0
,241184441,,,,0,,,,,,,130,,,,,,
,254459753,,,,0,,,,,,,400,,,,,,
,244969301,,,,0,,,,,,,240,,,,,,
T,252389612,L,1,4,0,99,11,11,2,0,0,756,20,1,52,20,1,1
Q,243627754,L,1,2,0,99,**,#,2,0,500,220,49,1,48,60,28,0
T,313806420,L,1,3,1,99,6,#,2,0,0,1680,34,1,18,3,1,0
,971185698,,,,0,,,,,,,360,,,,,,
K,990696583,L,1,4,0,99,29,11,2,0,500,324,68,1,67,100,1,0
Q,945970723,L,1,4,0,99,**,#,2,0,0,900,33,1,26,100,1,1
K,951388100,L,1,4,0,99,**,#,2,0,0,108,58,1,50,100,1,0
Q,258768682,a,1,4,0,99,**,11,1,0,0,1,39,1,39,30,1,0
T,317811495,L,1,2,0,99,19,11,1,0,0,2254,36,1,25,70,1,1
K,979123992,L,1,4,0,99,27,12,2,0,0,1080,25,1,22,100,1,1
T,995033994,L,1,4,0,99,13,12,2,0,500,302,38,1,38,100,1,0
T,960138471,L,1,2,0,10,11,#,1,3,0,324,58,1,54,100,10,0
K,248902651,L,1,4,0,99,28,12,1,0,500,121,43,1,43,60,1,0
T,988408293,L,1,4,0,99,**,12,1,0,0,250,17,1,46,100,1,0
Q,990222586,L,1,4,0,99,13,11,2,0,500,240,65,1,63,50,6,0
T,251503109,L,1,4,0,99,12,12,2,0,0,1560,10,1,35,2,6,1
N,959097146,L,1,4,0,99,34,#,2,0,0,864,57,1,50,80,8,0
,246327507,,,,0,,,,,,,150,,,,,,
Q,979352065,a,1,2,0,10,47,#,2,3,0,1487,21,1,16,3,17,0
T,988087300,a,1,2,0,99,**,11,2,0,0,655,30,1,26,110,1,1
K,604926814,L,1,4,0,3,**,#,2,7,0,720,31,1,15,3,1,0
T,945394539,L,1,2,1,10,14,11,1,3,0,540,31,1,24,0,17,0
K,947693200,L,1,4,0,99,**,12,2,0,0,648,26,1,19,100,1,0
C,943851587,L,1,2,0,99,22,#,1,0,0,4244,43,1,62,60,99,1
C,514271428,L,1,2,0,99,23,#,1,0,0,120,69,1,55,50,1,0
R,703629631,a,1,2,1,3,17,#,1,3,0,2290,26,1,15,0,1,0
T,989784909,L,1,2,0,6,14,#,2,7,0,240,26,1,45,3,1,0
K,605505895,a,1,4,1,99,27,#,1,0,0,5550,29,1,12,100,1,1
C,984866227,L,1,4,0,99,16,12,1,0,0,980,29,1,27,50,1,0
R,703412577,L,1,2,0,99,17,#,2,0,0,1110,23,1,11,140,1,0
T,959699374,L,1,4,0,99,13,11,2,0,0,960,29,1,24,90,6,0
T,257875226,a,1,2,0,99,**,11,2,0,0,1080,34,1,34,30,1,1
K,995834541,a,1,4,0,99,27,11,2,0,0,2200,25,1,22,100,1,0
T,240427659,L,1,2,1,6,11,11,2,7,0,324,27,1,24,0,1,0
T,948229768,a,1,2,1,99,13,#,1,0,0,3647,37,1,28,0,1,1
T,252541292,9,1,4,0,99,14,#,1,0,500,224,39,#,39,50,1,1
T,313545231,L,1,4,0,99,12,#,1,0,0,2520,40,1,21,80,8,0
K,605259657,L,1,4,0,99,29,#,2,0,0,67,44,1,28,100,99,0
S,244329998,L,1,4,0,99,37,12,2,0,0,1652,55,1,52,90,1,1
T,244043224,L,1,4,0,10,8,12,2,1,0,648,42,1,42,20,12,0
T,251885031,L,1,3,0,99,**,#,2,0,500,240,25,1,25,50,1,0
T,246222913,L,1,4,0,99,**,12,2,0,500,100,25,1,24,90,1,0
D,247982260,L,1,2,0,99,1,#,2,0,500,779,67,1,67,50,1,1
K,606175999,L,1,4,0,4,27,#,2,1,0,5880,21,1,48,30,1,1
K,942976035,L,1,2,0,99,14,11,1,0,0,648,31,1,22,80,1,1
N,247326153,a,1,2,0,99,33,11,2,0,0,1210,53,1,53,20,1,1
Q,242178562,L,1,4,0,99,13,#,1,0,500,500,34,1,33,80,1,0
C,503633679,a,1,2,0,99,22,#,2,0,0,7714,43,1,22,70,1,1
C,979359316,L,1,2,0,99,22,12,2,0,0,529,29,1,29,60,1,0
K,254000371,a,1,4,0,99,**,12,2,0,0,540,30,1,30,30,1,0
C,515867816,L,1,4,0,99,**,#,1,0,0,1547,20,1,38,110,1,1
K,989370629,L,1,2,0,99,13,12,2,0,0,324,26,1,24,100,1,0
T,246945597,L,1,4,0,99,12,11,1,0,0,11900,32,1,30,80,1,0
Q,941482864,L,1,4,0,99,42,#,2,0,0,1980,46,1,38,90,1,1
T,963924655,L,1,3,0,99,**,11,2,0,0,500,41,1,37,60,1,0
,613810519,,,,0,,,,,,,120,,,,,,
Q,941379257,L,1,2,0,99,**,11,1,0,0,181,65,1,57,50,1,0
,960926407,,,,0,,,,,,,360,,,,,,
K,954334337,L,1,4,0,99,27,11,2,0,0,11036,24,1,19,90,17,1
T,944344177,L,1,2,0,99,14,12,2,0,0,480,32,1,26,70,1,1
D,253376920,L,1,2,0,99,1,12,2,0,500,2497,31,1,31,50,1,1
C,514552794,L,1,4,0,99,**,#,1,0,0,120,29,1,15,120,1,0
T,944204322,L,1,4,0,99,13,12,2,0,0,1366,31,1,25,90,6,1
T,977388461,L,1,4,0,99,12,#,1,0,0,240,35,1,33,90,1,1
